grade	document	label
1	깨끗하게 정리하고 잘 정돈되니 참좋아서요	0
1	그닥 좋은기억이;	0
1	덥고 청결하지 못하며 너무 멉니다.	0
1	관리가 안되어 옛모습이 사라지고 잔디는 잡초에 덮여 있네요ㅠ	0
1	앞에 카페 망함...	0
1	여기는 유원지라는데 예전과 비해 너무많은규제가있어서 유원지라는 문구가 무색할정도로 찾는사람이 없습니다.	0
1	별로 볼거리가없네요	0
1	이미 소문나서 만날 텐트족 다글다글. 니네 쓰레기좀 잘 치우고들 가시라. 암데나 버리고 토끼는 쓰레기들아. 돈도 안내면서.	0
1	양심없는 알박기 캠퍼들로인해 그들만의 장소입니다. 가보세요 알박기가 얼마나심한지	0
1	편의 시설이 ~~ 포항시 각성 하셔요	0
1	바위가 너무 많아서 놀 곳이 못됨	0
2	태풍으로 시설이 파손되어 현재 많이 혼잡함... 거리 유지가 잘 안되보였음..	0
2	캠핑하기엔 괜찬은데 물놀이는 부적합.	0
2	뛰어놀기 좋으나 화장실이 너무 멀고 모기 대박 많아요	0
2	썰렁	0
2	익사사고있음	0
2	시간 내서 가볼곳은 아니다.. 주변에 더좋은곳이 많음^^	0
2	강변 정리가 안됨? 그래도 사람은 넘 많음? 너무 무질서하고 지저분함	0
2	평범하고 주변에 벌레가많음	0
2	장기텐트쳐놓은 진상들 많음.	0
2	사람들이 많은곳엔 쓰레기 경고도 없어서	0
2	솔밭은 좋았습니당~~쓰레기가 너무ㅠㅠ 양심적이지못한 사람들이 많아요~~ 자기 쓰레기는 자기가 가지고가야지요~~ 개선해야될꺼같습니당	0
2	별로에요	0
2	넉넉하고 풍요로운 캠핑을 할수있었으나 주차장의 주차을 거부당했음 너무아쉬움~~	0
2	주변 편의점이 없는게 아쉬움	0
2	캠핑 가끔 가는곳... 다슬기 마니 나옵니다..ㅋ	0
2	취사가 가능한 점은 좋으나... 물이 맑지 않아 물놀이 하기에는 아쉬워요~~	0
2	예전은 조용히 즐기기 좋았으나 이젠 난민촌~난민촌 비추비추	0
2	10년전이 좋았음... 지금은 난민촌이더라	0
2	여름빼곤좋음	0
2	난민촌	0
2	"차량이 굉장히많아 너무복잡하고 여름엔 굉장히 더움. 입구쪽아닌 깊숙한쪽은 화장실,매점이용하기 힘들고 사람들이 버리고간 쓰레기약간, 군데군데 불멍자국,대변도 있었음.."	0
2	보통이요	0
2	옛날이. 엄청. 좋았음. 너무. 억지스러움. 싫어요	0
2	4륜아니면 자갈밭 들어가지 말것. 빠지면 못나옴.견인차 불러야됨.	0
2	놀데가없어요....	0
2	그늘도 없고 물도 더럽고 지저분	0
2	약간 난민촌 같은 느낌이 듬..	0
2	관리가 잘 안되어 캠핑장 잔듸가 너무자랐고 화장실도 각각 1개씩만오픈 ㅜㅜ.	0
2	가격은 저렴하지만 화장실이 너무멀어요	0
2	2019/02/17방문 했습니다 샤워실은 비밀번호로 관리되어 깨끗하고 온수도 잘 나옵니다 다만 개수대는 딱 2개만 온수가 나오는데 온수가 아닞니다 완전 차가운물은 아니지만 온수가 2%정도 포함되었네요 제가 5번 왔는데 다 갔었던걸 보니 온수는 딱히 기대하시면 안됩니다 심지어 지난 11월에는 샤워장도 차가운물만 나왔습니다	0
2	가을 겨울 안 좋은 것 같다 ㅋㅋ 여름은 죽음. ㅠ	0
2	조용한 시야가좋타	0
2	불필요하게 거리에서 모여 음식 먹고 갖고가지 않은 사람이있었음	0
2	별로입니다 볼것도 없고	0
2	별로임	0
2	여기 관리인 일을 제대로 안합니다. 구명조끼 빌리러 가니까 시간 다되서 못 빌려 준다길래 그냥 가는데 다른 사람이 와서는 빌려줬습니다. 사람차별하니까 짜증나네요. 남자관리인 좀 바꿔 주세요	0
2	나무에 텐트 거치가 안되므로 큰텐트는 설치불가.	0
2	더워디짐...	0
2	강진군의 정성이 곁들어 있는 작은 산책 공원. 아담한 규모의 캠핑장도 있고 작은 생태 호수도 있고...	0
2	처음 찾아 간 곳인데 명성값을 못하는듯합니다. 용담댐이 막아진 후로 강의 생태가 너무 변해서 지금은 일부러 찾아가는 것은 고려해봐야 할. 것 같습니다.	0
2	캠핑장아니고 그냥 잔디노지입니다	0
2	그늘이 없음	0
2	물도 얼마 없는데 그마저도 더럽고 벌레가 너무 많음. 실망.	0
2	물더럽고 사람더럽게많음	0
2	물이 더러움;;;;;	0
2	야영 하기 너무 좋음	0
2	물 없어요	0
2	비가 오지 않아서 그런지 물이 너무 없어서 목욕탕 같았어요 비가 안옴 다른계곡도 다 그렇겠지요?	0
2	좋아요	0
2	해수욕장은 패쇄라 그런지 화장실 으악에 씻을곳 없습니다 그래도 캠핑하러 오는 사람들이 좀 있네요	0
2	주상절리라고해서 막 어마어마하지는 않아요. 지방의 관광지 중에 가보면 딱히 감동하지는 않는 그런 곳. 지질학에 관심있어 주상절리가 뭔지 보고 싶은분에게는 좋을듯. 따로 주차장이 있지는 않은데 보는데 10분 내면 됩니다. 한적한 곳입니다.	0
2	주상절리자체는 좋은데 차량진입이 어렵습니다	0
2	아직 봄이 안와서....^^	0
2	시끄럽고 불질하고 새벽 한 두시에도 자동차 불빛이 춤추는곳	0
2	캠핑하기는 좋은데 특별히 젛지는 않다	0
2	낚임 ㅋㅋ	0
2	여름에가면 난민촌	0
2	여름철 계곡에 갈까싶어 갔더니 캠핑장이 너무 정돈되지 않은 느낌이었음. 저렴한 가격에 관리도 괜찮은 편이나 샤워장 등이 깔끔하지 않았음.	0
2	"물놀이하긴 좋아서 매년 가는데요. 근데 왜 난간에 턱이 높아지고 물놀이 장소도 멀어지고... 또 사유지라고 올해는 자리값 3,000원 받아요.헐~ 돗자리깔고 한시간 앉아 놀다 자리값 내라니 어이없음. 갈수록 실망하고, 자연 그대로일때가 좋았는데 뭔가 망가지는거 같고 장사하는거 같아서 점점점..."	0
2	"흙도 뒤집어 엎고 난간도 설치하고 새롭게 정비를 한 것 같은데, 더 안 좋아진 것 같네요."	0
2	조금미약함	0
2	물도 탁하고 생각보다 별루였어요	0
2	낮에는 너무 더워요	0
2	유원지 같지도 않음. 산소길 자전거코스 끝. 물이 맑지않음.	0
2	다시한번 가고 싶을정도로 정말 좋은장소이나 샤워장시설이 없어 며칠씩 캠핑하기 어렵고 화장실 관리를 전혀안함	0
2	장박하는 사람때문에 시끄럽고 별로임	0
2	조금만 관리 된다면 더 좋겠어요	0
2	금년 폭염엔 이곳도 어쩔수없이 엄청더움 낮시간엔 계곡 물속에 들어가 있으면 시원함..... 20시 전후 까지는 후덥지근하나 그시간 이지나면 바람이 시원하고 새벽 2시이후로는 금년 폭염에도 추워서 이불이 필요함 화장실은 부족하고 식수도 한곳에서만 나옴 식당 겸 매점이 다리 양쪽에 하나씩 있음 가격은 상당히 비싸고 영업기간은 알수없슴 ...주인 은 양쪽다 아주 친절해서 비싼 가격을 잊어버릴정도임...^^	0
2	다른곳 보려 와서 지나가는길에 들려 보는곳ㅎ	0
2	"개수대, 수세식화장실, 샤워장 모두 갖추고 있으나 관리가 되지 않아 청결에 문제가 있고 고장 것이 방치되어 있습니다"	0
2	물이끼많이낌 하류라서 비추	0
2	절은이들의 야영장 놀이터	0
2	이상한 사람있음...ㅡ.ㅡ	0
2	물은 더럽고 그늘없음.	0
2	출입통제되어 입구만 가볍게 산책. 빨리 정리되어서 자유롭게 드나들었으면 좋겠다	0
2	여름에 가면 무진장 더움. 화장실 더럽고 전반적으로 시설이 더럽고 관리안되어있음. 비추	0
2	니알빠여?	0
2	일반적인 정원보다 못함 그러나 대지는 커서 단체 활동에는 좋습니다.	0
2	교통이 불편함. 주차장 최악	0
2	그닥..오리배는 있더군요.	0
2	멍때리기좋음	0
2	화장실이 좀 깨끗했으면 좋겠습니다.	0
2	"주차, 쓰레기등 기초질서 문제 심각"	0
2	주말이라 정말 사람많고 복잡고 어수선했어요	0
2	그런대로보통임	0
2	"뭐,고기구워먹고가기 좋았으나.. 옆에 아이가 물에빠지더군요. 119도 오고 난리도 아니고,쉬려고 왔는데 바닥에 쓰레기나 버려놓고가고, 화장실 세면대에서는 라면국물이나 버리고, 정말 실망했습니다. 아랫분 말처럼 관리감독이 좀 많이 필요하네요"	0
2	엥? 걍 흙바닥 난민촌	0
2	조용한 해변 아는 사람과 지나가는 사람 만이 들릴수있는 해변	0
4	물놀이하기도 좋고 잔디밭에서 뛰어놀기도 좋고 경치도 좋네요	1
4	박하사팅의 촬영지로 유명한곳 심산 유곡이 보기 좋습니다	1
4	풍경 아름다워요	1
4	무료라서 좋음. 불 피울 수있음. 겨울엔 화장실이랑 수도가 잠겨있음. 그쪽 소방서 연락하고 가면 구명조끼 빌려줌	1
4	무료 캠핑가능한곳	1
4	노지캠핑 장소로 좋아요 4월달 에 공중화장실 을 개방한데요 참고 하시고 캠핑장에 매너 없는 분들 사절	1
4	경치 좋고 물 좋고 공기 좋고	1
4	캠핑하기 더할나위없는 장소 입니다.	1
4	무료캠장에 시원한 바람..또 경치까지.. 또 가고 싶네요	1
4	푸르고 맑은 하늘에 편히 쉬다 갑니다	1
4	무료 캠핑장 화장실 / 개수대 상태 너무 좋다. 뒤에는 강이 있어서 낚시 선생님들도 많이 오심 사실 단점 없는데 굳이 꼽자면 차량으로 진입이 안돼서 (위에 주차장 잘 되어있음) 베이스 정하면 짐 들고 옮겨야 함. 근처 민박집 (슈퍼겸) 운영도해서 간이 품목들은 구매 가능 (샤워도 소정의 비용 내고 가능하다곤 하는데 이용은 안해봄)	1
4	잠시 쉬어가기 좋습니다.	1
4	물구경	1
4	캠핑 하기도 좋고 주변 풍광도 좋고..주변 식당에서 어죽도 맛나고 도리뱅뱅이도 맛나요..	1
4	5월26일 야영취사 금지 구역으로 바뀌었네요 ㅠㅠ	1
4	아이들과 놀기 좋은 곳	1
4	아름다운 풍경 그리고 맑은 강..더구나 무료	1
4	가족 나들이로 경치가 넘 좋습니다	1
4	"화장실,수도시설 있고 물도깨끗하고 풍경이 좋아요."	1
4	좋아요산책하러갔다왔어요	1
4	어죽칼국수 명소	1
4	물놀이 좋아요	1
4	캠핑하기좋고 경치도좋아요 주변에있는 어죽집에서 맛난 어죽한그릇 먹으면 아주 괜찬아요...	1
4	근처에 어죽도 먹고 무료 캠핑과 다슬기 잡기 루어 낚시를 즐길 수 있는 곳~	1
4	좋은 장소 허나 캠퍼들의 의식 수준은 문제다. 쓰레기는 되 가저가야죠. 불자국 내지 말고 깨진 유리병은 어쩔? 아침 풍경과 밤 12시까지 켜지는 조명은 칭찬할만합니다. 어죽식당도 나름 추천	1
4	싱그러웠어요	1
4	"이곳을 찾는 관광객을 위해 금산군에서 조성한 강가 공원입니다. 텐트를 치기 위한 공간과 짧지만 강가 트레킹 코스, 물놀이를 위한 공간에 휴식할 수 있고 강건너편 암석으로 된 산을 조망하면서 쉬기도 할 수 있지요. 여름에는 강가에서 펌프로 100여m정도를 펌프질하여 인공 폭포를 운영하기도 해서 시원한 여름을 지내게 하기도 합니다. 원래 여기는 강가에서 잡아올린 민물고기로 옛날 천렵으로 잡은 고기를 어죽으로 먹던 추억을 되살려 어죽을 끓여 팔던 어죽 식당 하나 둘 생기다가 자연스럽게 어죽촌이 이루어지게 되었는데 점점 유명해져서 관광객이 몰리고 여름 물놀이로 사람이 몰리니 군에서 편의시설을 늘리고 주차장도 정비해 일종의 단지를 만들면서 생긴 공원인데 기러기 공원으로 불린 동기는 짐작이 가지 않네요. 알다시피 강의 수위가 많을 때는 얉은 물가에 발만 담글 수밖에 없지만 강물이 많지 않을 때는 수영금지 지역을 빼고 여름 물놀이도 즐길 수 있어 아이들과 청소년이 많이 오기도 하지요. 어느 여름 외손주들과 사위와 함께 이곳 강가에서 물놀이를 하는데 사위와 함께 잠수로 오래 멀리 수영하기로 해놓고 사위는 물위로 머리를 내밀고 발로 걸어서 가고 나만 열심히 잠수해서 장인을 놀려 웃고 말았지만 짓굿은 사위지요. 지금도 생각해도 나쁜 사람이지 않나요. 재미 있기도 있기도 해서 추억을 떠오려 보았네요. "	1
4	여름철 아이들 데리고 강가에서 즐기기좋은곳입니다	1
4	넘좋네요	1
4	홍수가 할퀴고 간 흔적 너무너무 하네요	1
4	"조용하고 평화로운 곳이네요. 낚시하시는 분도 많고 자전거 탈수 있는 코스도 있고, 특히 지금은 밤이 너무 많이떨어져서 잘 먹었네요.^^"	1
4	교각 다리가 두개 있는데 진짜 너무 좋아요	1
4	깨끗하고 시원한 날에 비온뒤라 물 넘치고 수심깊은 압록경치 잘 보고 왔어요	1
4	쉬기 좋아요	1
4	정말좋았습니다	1
4	맑고 청정한 곳	1
4	시윈하고 넓고 깨끗했습니다.	1
4	압록유원지 좋습니다.	1
4	가족단위로 놀기 좋은곳	1
4	좋아요	1
4	"오토캠핑과고기잡이, 다슬기잡이, 물놀이를 동시에 할 수 있는 곳~~"	1
4	인근에 다리가 여러개라 올려다보는 재미도 있고 물흐르는것도 보고 산책하기 좋아보임.	1
4	화장실이 조금 불편한것 빼곤 좋네요 캠핑가서 야밤에 고성방가를 하지 맙시다!	1
4	벚꽃길이 너무 좋아요	1
4	자연과함께	1
4	지금보다는 여름에는 짱이겠내요	1
4	압록유원지는 섬진강과 보성강이 합류하는 곳으로서 예로부터 명당이라 칭하기도하고 강변의 십리길 은빛 모래는 추억속에 잊을 수 없는 유원지였습니다 지금도 은빛으로 반짝이는 은어떼가 노닐기도하고 장어 자라 쏘가리등 고급어종이 보존되고 있는 청정 국가 하천으로서 자랑하고 싶은 곳 입니다 금년도 7월1일 개장한 전동 보트장은 압록유원지를 찾는 피서객들께 놀거리로서 즐거운 추억을 만들어 가게 될것입니다~~~	1
4	주차장이조금좁은것같다	1
4	"갈만함,현재(201607) 다리주변 공사중인 곳도 몇군데 있지만 강쪽은 깨끗함 여름철엔 사람도 많음"	1
4	가까운곳이라 좋습니다.	1
4	"캠핑과 낚시가 동시에 가능한 곳. 무료임에도 화장실과 샤워장. 식수대까지있어 이용하기 좋다. 취사금지라 되어있지만, 고기굽는 냄새가 향기로운 곳이다."	1
4	캠핑카 이용하기 좋아요	1
4	숲도 있고 강도 있는 곳. 올해는 코로나 때문에 거리두기 잘 해야해요.	1
4	여기도 한나절~^^	1
4	피크닉으로 좋아요	1
4	정서적이고 운치있는곳 힐링되는곳	1
4	"숲이 우거지고 물소리도 들을수 있어요. 새도 많고 간이텐트, 캠핑카도 많이 있네요"	1
4	처음으로 지인분들과 놀러 갔는데 좋았습니다	1
4	쉬기 좋음	1
4	산책길좋아요	1
4	비오고난 밤에 갔어요. 석관정이란곳보다 장소도 넓고 벤치도 중간 중간에 있어서 굳이 텐트를 치지 않고 돗자리만 깔고 잠깐 쉬었다 가기에도 물소리 들리고 분위기 좋았어요	1
4	넓고 좋음	1
4	정자교에서 남평오는 자전거길이 풀로 덥어서 많이 불편해요	1
4	"시원한 바람, 주변에 고기 구워먹는 캠핑족들이 조금 짜중남"	1
4	시원한 소나무 그늘이 좋아요	1
4	캠핑하기 좋아요~~^^	1
4	편합니다.	1
4	산책하기 좋아요~	1
4	좋았어요	1
4	평일 늦은 오후 ...한가롭다	1
4	나주 캠핑장하기 진짜좋은곳입니다 무료캠핑장에 화장실도 꽤깨끗하고 휴지도 구비해놓더군여 사람도 많고 낚시하시는분도많아요	1
4	취사가능한곳이라 찜해둔곳에 분위기보러 갔었는데 공휴일이라 그런지 사람이 넘 많아서 걍 다른곳으로 고고 ㅡㅡ;;담에 평일에 오기로했다...아이가 캠핑노래를불러서^^;아이에겐 어릴때캠핑이 추억이되기도하니깐	1
4	굿	1
4	좋아요. 봄에 좋은것 같아요	1
4	가족끼리 잠깐 편히 쉬다오면 좋을듯해요	1
4	산책하기 좋음. 텐트치거나 해먹는건 안됨.	1
4	무료캠핑가능장소	1
4	무료에 편의 시설도 있어 가볍게 캠핑하기 안성맞춤!	1
4	"밤새 머물 수있는 훌륭한 장소입니다. 무료이며 무료 Wi-Fi, 멋진 주차 공간, 화장실 및 휴대용 물과 같은 적절한 시설이 있습니다. 샤워실은 없습니다."	1
4	취사도 하고 힐링 하기에 좋은 곳 입니다	1
4	화장실도깨끗하고 조용해요ㅎ	1
4	"깨끗한 화장실시설, 캠핑가능해서 좋습니다."	1
4	공기도좋고 나무도 많고 좋아요~ 평일에가니 사람도없네요^^ 네비로 찾아서 주차장으로갔는데 취사나 수영이 안된다고 플랜카드 걸려있던데..	1
4	현지인들에 좋은 하계쉼터 정도임. 물놀이는 어려움	1
4	소나무 그늘과바람이시원합니다~~	1
4	시원한 물놀이 넘 좋았어요. 옛날에는 드들강 유원지가 광주시민에 휴식장소 였죠.^^	1
4	산책하기 좋은 곳	1
4	낚시하러 갑니다	1
4	아늑한 공간	1
4	가서 텐트치고 놀다올수있으며 낚시가능합니다.	1
4	가족과 같이 하기에 좋은곳 입니다.	1
4	모기만 없으면 놀기좋아요.!!	1
4	편하고 공간넓은야영장.. 강가라서좋아요	1
4	시원하고 좋아요~~	1
4	푸른 강변 큰 소나무 야영도 산책하기도 좋은 곳입니다	1
4	"소풍, 당일자 캠핑 좋아요."	1
4	큰 소나무와 풀밭이 있어 휴식하기 좋은 장소 근처 드들섬에선 착하고 예쁜 강아지를 만났네요 사람들이 좀 더 깨끗하게 사용하면 좋을텐데 어딜가나 개념없이 행동하는 사람들이 있네요 담배 피고 술먹고 취해서 노상방뇨 하는 사람도 있고	1
4	주차장이 넓고 화장실이 좋음	1
4	엄마야~ 누나야~* 강변살자! 노래가 나와서 좋음...이 노래의 탄생지..	1
4	산책하고 쉬기 최적의 장소. 다만 하지말라는 것은 안했으면 좋겠다. 캠핑 취사 다른곳에 할데 많잖아요ㅠㅠ	1
4	무료 캠핑장으로 괜찮으나 무료라 샤워실 없음.	1
4	맑은물 쾌적한 환경 낚시(장어.자라. 붕어 등등)	1
4	산책하기 좋음 취사금지 그러나 취사하는사람 많음	1
4	취사금지	1
4	캠핑하기 좋아요	1
4	화장실만 더 많으면 좋겠습니다	1
4	화장실이 좀더 깨끗했으면 만점입니다.	1
4	힐링하기 최적의 장소. 드들강의 물은 너무 탁해서 보기 안좋았지만 냄새가 나거나 그렇지는 않아서 괜찮았고 그보다 돗자리 펴고 쉴 수 있는 공간이 많아서 좋았음. 나무가 우거져 있는게 아니라 조금 아쉬웠지만^^;; 해먹 치고 한 타임 쉬기 딱 좋아욥^^ 분명 취사 금지라고 하는데도 고기 굽는 사람들 많음(나도 그랬음. ㅈㅅ)그런 데서 먹는 고기는 최고! ^^;;	1
4	가족과 함께 놀기 좋네요	1
4	배스 낚시도 하고 가볍게 캠핑도 즐길수 있는 곳	1
4	가족 나들이 좋은곳	1
4	솔밭 힐링	1
4	"최근 새로생긴 화장실도 비교적 깨끗하고. 차박, 간단캠핑,그늘막텐트,나들이 하기 좋네요"	1
4	화장실과 작은 개수대 가 있고 주차장도 따로 준비되어있습니다. 주차장에서 솔밭까지는 거리가 좀 됩니다. 솔밭이 규모가 크고 접근성이 좋아서 간단하게 다녀오기 좋습니다.	1
4	먹을거 가지고 가족나들이. 초보 캠퍼들도 오케이지요	1
4	절대 가족단위만 가라 어촌 노총각들 레이더에 걸리면 찝쩍거리니까ㅋㅋ	1
4	정겨운곳입니다	1
4	대전근교 좋은곳인데 사람이 너무 많아요 화장실 없어요ㅠ	1
4	편하게 쉬고 왔습니다	1
4	무료!!	1
4	화장실하고 냄새만 아니면 좋아요.	1
4	도심 가까이에 캠핑장이 있어서 좋았지만 진입로가 너무... 좁아요 .	1
4	위치만 정말 잘 잡으면 좋습니다. 이제 캠핑시즌이라 차가 엄청많이 와서 주차하는자리에 칠수도 있고 단점은 화장실이 냄새가 많이나요 어쩔수없고 물이 안나오니 물은 꼭 넉넉하게 챙겨가시길	1
4	캠핑하기 좋아요~ 화장실은 조금 아쉽네요	1
4	좋은 위치와 멋진 전망. 주말에는 약간 혼잡합니다. 	1
4	"감자전, 옹심이를 맛있게 먹고 왔습니다"	1
4	경관이 좋아요	1
4	멋진 야경을 제공하는곳	1
4	여름에는 더워요	1
4	"예전과는 다른 세계가 되었습니다, 즐건 하루가 되세요,"	1
4	멋져요	1
4	다리도 이국적 환자들의슬픈애환 천인공노할 왜놈들의만행 서글픈역사가	1
4	깔끔하고 예뻤어요 주변에 옛날과자 만들어서 파시는 분 계시는데 짱맛있음	1
4	멋져요 야간에 더 멋있어요	1
4	아름다운 다리 야경이 아름다운곳	1
4	좋습니다. 다만 바닥에 쓰레기 많고 심지어 밥도 널부러져 있습니다.	1
4	서울과 가깝고 좋습니다. 펀의 시설은 부족해 보입니다.	1
4	경치좋고 공기도좋았어요	1
4	강가 낚시하며 놀다올수 있네요	1
4	조용하고 .복잡하지 않음	1
4	카누 뱃놀이 최고 ...	1
4	가족 나들이 장소로 좋아요.	1
4	캠핑. 보팅 좋음. 주말 가는길이 너무막혀 문제. 요금없음	1
4	굳	1
4	코로나가 삶을 힘들게 하는군요 얼어 버린 강물 처럼 들어가는 입구를 꽁꽁 얼어 붙어 들어 갈 수가 없군요 코로나에 닫힌 문은 어제쯤 열리려는지 영하 17도라는 북풍한설에 봄이오면 코로나가 사라질까요?! 멀리서 바라만 보고 갑니다 다음을 기약 하면서...	1
4	정자 위 경치 굿 바람 시원함 오지캠 장소 사진빨 굿	1
4	"수질이 조금 아쉽지만 화장실,개수대 깨끗한 경치 좋은곳"	1
4	캠핑객들이많이오는장소	1
4	"출렁다리와 전망대,강변으로 야영.캠핑 차박이 가능하여 여름휴가 보내기 좋고 풍경이 그림"	1
4	몇년전 라이딩을 하면서 우연히 알게된 곳이죠. 최근에는 캠핑족들이 꽤 많이 찾는 명소이죠.	1
4	차박에 최적화되어있는 장소입니다만 바닥이 굵은 자갈밭이라 경사면에 주차하시면 차가 못나옵니다. 뷰맛집이지만 렉카맛집이기도하니 주의하시길 바래요. 찾는 사람이 많다보니 재활용대가 부족하고 화장실은 깨끗하지만 부족한 상태입니다. 힐링하시고 꼭 쓰레기는 수거와 분리까지 꼭하고 갑시다.	1
4	괜찮아요	1
4	화장실도 관리되고 풍광도 좋았음 무료캠장인 관계로 많은 인원이 같이 온 싸이트옆은 늦게까지 시끄러울수 있다는게 단점	1
4	차박의 성지. 후륜구동 승용차는 빠질 수 있어요.	1
4	멋지고 좋은곳입니다. 사람과 차는 많아요. 아무도 없는 풍경은 기대하지 마세요	1
4	뷰가 엄청 좋네요	1
4	차박하기 좋은 곳...	1
4	물놀이좋은곳이에요 출렁다리 가벼운등산도좋아요	1
4	좋아요 물고기도 잡고	1
